dataset,model,seed,degradation,severity,trust_signal,performance_signal,confidence_signal,rule_channel,rule,rule_label,deterioration_value,caution_threshold,do_not_trust_threshold,rule_signal,triggered,is_channel_driver,is_overall_driver,gap_direction,validation_split,validation_track_hash,track_overlap
GTSRB,ResNet18,42,blur,3,caution,caution,trust,confidence,fixed_hcer_increase,fixed HCER increase,0.0097387173396675,0.02,0.07,trust,False,False,False,,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,ResNet18,42,blur,3,caution,caution,trust,confidence,gap_deterioration,confidence gap deterioration,0.022388842676545704,0.05,0.12,trust,False,False,False,towards_overconfidence,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,ResNet18,42,blur,3,caution,caution,trust,performance,absolute_accuracy_drop,absolute accuracy drop,0.05043547110055424,0.05,0.15,caution,True,True,True,,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,ResNet18,42,blur,3,caution,caution,trust,performance,relative_error_increase,relative error increase,1.133451957295374,1.0,3.0,caution,True,True,True,,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,ResNet18,42,blur,4,caution,caution,caution,confidence,ece_increase,ECE increase,0.05025469846699031,0.03,0.08,caution,True,True,True,,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,ResNet18,42,blur,4,caution,caution,caution,confidence,fixed_hcer_increase,fixed HCER increase,0.018606492478226502,0.02,0.07,trust,False,False,False,,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,ResNet18,42,blur,4,caution,caution,caution,confidence,gap_deterioration,confidence gap deterioration,0.050580188016143904,0.05,0.12,caution,True,True,True,towards_overconfidence,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,ResNet18,42,blur,4,caution,caution,caution,performance,absolute_accuracy_drop,absolute accuracy drop,0.11314330958036423,0.05,0.15,caution,True,True,True,,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,ResNet18,42,blur,4,caution,caution,caution,performance,relative_error_increase,relative error increase,2.5427046263345208,1.0,3.0,caution,True,True,True,,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,ResNet18,42,blur,5,do_not_trust,do_not_trust,do_not_trust,confidence,ece_increase,ECE increase,0.0982726176721373,0.03,0.08,do_not_trust,True,True,True,,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,ResNet18,42,blur,5,do_not_trust,do_not_trust,do_not_trust,confidence,fixed_hcer_increase,fixed HCER increase,0.0348376880443389,0.02,0.07,caution,True,False,False,,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,ResNet18,42,blur,5,do_not_trust,do_not_trust,do_not_trust,confidence,gap_deterioration,confidence gap deterioration,0.09908013611394839,0.05,0.12,caution,True,False,False,towards_overconfidence,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,ResNet18,42,blur,5,do_not_trust,do_not_trust,do_not_trust,performance,absolute_accuracy_drop,absolute accuracy drop,0.21377672209026133,0.05,0.15,do_not_trust,True,True,True,,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,ResNet18,42,blur,5,do_not_trust,do_not_trust,do_not_trust,performance,relative_error_increase,relative error increase,4.804270462633455,1.0,3.0,do_not_trust,True,True,True,,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,ResNet18,42,noise,1,caution,caution,caution,confidence,ece_increase,ECE increase,0.0412952813575736,0.03,0.08,caution,True,True,True,,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,ResNet18,42,noise,1,caution,caution,caution,confidence,fixed_hcer_increase,fixed HCER increase,0.017498020585906597,0.02,0.07,trust,False,False,False,,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,ResNet18,42,noise,1,caution,caution,caution,confidence,gap_deterioration,confidence gap deterioration,0.04210279979938479,0.05,0.12,trust,False,False,False,towards_overconfidence,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,ResNet18,42,noise,1,caution,caution,caution,performance,absolute_accuracy_drop,absolute accuracy drop,0.09422011084718929,0.05,0.15,caution,True,True,True,,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,ResNet18,42,noise,1,caution,caution,caution,performance,relative_error_increase,relative error increase,2.117437722419931,1.0,3.0,caution,True,True,True,,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,ResNet18,42,noise,2,do_not_trust,do_not_trust,caution,confidence,ece_increase,ECE increase,0.0684023962982193,0.03,0.08,caution,True,True,False,,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,ResNet18,42,noise,2,do_not_trust,do_not_trust,caution,confidence,fixed_hcer_increase,fixed HCER increase,0.019081551860649297,0.02,0.07,trust,False,False,False,,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,ResNet18,42,noise,2,do_not_trust,do_not_trust,caution,confidence,gap_deterioration,confidence gap deterioration,0.06920991474003049,0.05,0.12,caution,True,True,False,towards_overconfidence,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,ResNet18,42,noise,2,do_not_trust,do_not_trust,caution,performance,absolute_accuracy_drop,absolute accuracy drop,0.2420427553444181,0.05,0.15,do_not_trust,True,True,True,,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,ResNet18,42,noise,2,do_not_trust,do_not_trust,caution,performance,relative_error_increase,relative error increase,5.439501779359434,1.0,3.0,do_not_trust,True,True,True,,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,ResNet18,42,noise,3,do_not_trust,do_not_trust,do_not_trust,confidence,ece_increase,ECE increase,0.0968119167906372,0.03,0.08,do_not_trust,True,True,True,,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,ResNet18,42,noise,3,do_not_trust,do_not_trust,do_not_trust,confidence,fixed_hcer_increase,fixed HCER increase,0.0073634204275534985,0.02,0.07,trust,False,False,False,,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,ResNet18,42,noise,3,do_not_trust,do_not_trust,do_not_trust,confidence,gap_deterioration,confidence gap deterioration,0.0975882448934414,0.05,0.12,caution,True,False,False,towards_overconfidence,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,ResNet18,42,noise,3,do_not_trust,do_not_trust,do_not_trust,performance,absolute_accuracy_drop,absolute accuracy drop,0.3935866983372922,0.05,0.15,do_not_trust,True,True,True,,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,ResNet18,42,noise,3,do_not_trust,do_not_trust,do_not_trust,performance,relative_error_increase,relative error increase,8.845195729537371,1.0,3.0,do_not_trust,True,True,True,,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,ResNet18,42,noise,4,do_not_trust,do_not_trust,do_not_trust,confidence,ece_increase,ECE increase,0.1677561449266009,0.03,0.08,do_not_trust,True,True,True,,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,ResNet18,42,noise,4,do_not_trust,do_not_trust,do_not_trust,confidence,fixed_hcer_increase,fixed HCER increase,0.0033254156769595977,0.02,0.07,trust,False,False,False,,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,ResNet18,42,noise,4,do_not_trust,do_not_trust,do_not_trust,confidence,gap_deterioration,confidence gap deterioration,0.1685636633684119,0.05,0.12,do_not_trust,True,True,True,towards_overconfidence,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,ResNet18,42,noise,4,do_not_trust,do_not_trust,do_not_trust,performance,absolute_accuracy_drop,absolute accuracy drop,0.5462391132224862,0.05,0.15,do_not_trust,True,True,True,,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,ResNet18,42,noise,4,do_not_trust,do_not_trust,do_not_trust,performance,relative_error_increase,relative error increase,12.275800711743777,1.0,3.0,do_not_trust,True,True,True,,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,ResNet18,42,noise,5,do_not_trust,do_not_trust,do_not_trust,confidence,ece_increase,ECE increase,0.2718234035625216,0.03,0.08,do_not_trust,True,True,True,,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,ResNet18,42,noise,5,do_not_trust,do_not_trust,do_not_trust,confidence,fixed_hcer_increase,fixed HCER increase,0.007917656373713399,0.02,0.07,trust,False,False,False,,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,ResNet18,42,noise,5,do_not_trust,do_not_trust,do_not_trust,confidence,gap_deterioration,confidence gap deterioration,0.2726309220043327,0.05,0.12,do_not_trust,True,True,True,towards_overconfidence,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,ResNet18,42,noise,5,do_not_trust,do_not_trust,do_not_trust,performance,absolute_accuracy_drop,absolute accuracy drop,0.6753760886777513,0.05,0.15,do_not_trust,True,True,True,,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,ResNet18,42,noise,5,do_not_trust,do_not_trust,do_not_trust,performance,relative_error_increase,relative error increase,15.177935943060502,1.0,3.0,do_not_trust,True,True,True,,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,ResNet18,42,low_light,1,trust,trust,trust,confidence,ece_increase,ECE increase,0.0010739483074922972,0.03,0.08,trust,False,False,False,,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,ResNet18,42,low_light,1,trust,trust,trust,confidence,fixed_hcer_increase,fixed HCER increase,0.0,0.02,0.07,trust,False,False,False,,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,ResNet18,42,low_light,1,trust,trust,trust,confidence,gap_deterioration,confidence gap deterioration,0.0016405930935817006,0.05,0.12,trust,False,False,False,towards_overconfidence,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,ResNet18,42,low_light,1,trust,trust,trust,performance,absolute_accuracy_drop,absolute accuracy drop,0.0030878859857483842,0.05,0.15,trust,False,False,False,,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,ResNet18,42,low_light,1,trust,trust,trust,performance,relative_error_increase,relative error increase,0.06939501779359805,1.0,3.0,trust,False,False,False,,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,ResNet18,42,low_light,2,trust,trust,trust,confidence,ece_increase,ECE increase,0.0017488748295290991,0.03,0.08,trust,False,False,False,,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,ResNet18,42,low_light,2,trust,trust,trust,confidence,fixed_hcer_increase,fixed HCER increase,7.917656373719953e-05,0.02,0.07,trust,False,False,False,,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,ResNet18,42,low_light,2,trust,trust,trust,confidence,gap_deterioration,confidence gap deterioration,0.0017860130443048995,0.05,0.12,trust,False,False,False,towards_overconfidence,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,ResNet18,42,low_light,2,trust,trust,trust,performance,absolute_accuracy_drop,absolute accuracy drop,0.0068883610451307975,0.05,0.15,trust,False,False,False,,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,ResNet18,42,low_light,2,trust,trust,trust,performance,relative_error_increase,relative error increase,0.154804270462637,1.0,3.0,trust,False,False,False,,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,ResNet18,42,low_light,3,trust,trust,trust,confidence,ece_increase,ECE increase,0.005127187373495597,0.03,0.08,trust,False,False,False,,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,ResNet18,42,low_light,3,trust,trust,trust,confidence,fixed_hcer_increase,fixed HCER increase,0.0011084718923198983,0.02,0.07,trust,False,False,False,,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,ResNet18,42,low_light,3,trust,trust,trust,confidence,gap_deterioration,confidence gap deterioration,0.005934705815306699,0.05,0.12,trust,False,False,False,towards_overconfidence,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,ResNet18,42,low_light,3,trust,trust,trust,performance,absolute_accuracy_drop,absolute accuracy drop,0.02066508313539206,0.05,0.15,trust,False,False,False,,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,ResNet18,42,low_light,3,trust,trust,trust,performance,relative_error_increase,relative error increase,0.4644128113879036,1.0,3.0,trust,False,False,False,,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,ResNet18,42,low_light,4,caution,caution,trust,confidence,ece_increase,ECE increase,0.016410055535941995,0.03,0.08,trust,False,False,False,,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,ResNet18,42,low_light,4,caution,caution,trust,confidence,fixed_hcer_increase,fixed HCER increase,0.0031670625494854,0.02,0.07,trust,False,False,False,,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,ResNet18,42,low_light,4,caution,caution,trust,confidence,gap_deterioration,confidence gap deterioration,0.0172175739777532,0.05,0.12,trust,False,False,False,towards_overconfidence,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,ResNet18,42,low_light,4,caution,caution,trust,performance,absolute_accuracy_drop,absolute accuracy drop,0.054711005542359636,0.05,0.15,caution,True,True,True,,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,ResNet18,42,low_light,4,caution,caution,trust,performance,relative_error_increase,relative error increase,1.2295373665480471,1.0,3.0,caution,True,True,True,,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,ResNet18,42,low_light,5,do_not_trust,do_not_trust,caution,confidence,ece_increase,ECE increase,0.048146543844130404,0.03,0.08,caution,True,True,False,,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,ResNet18,42,low_light,5,do_not_trust,do_not_trust,caution,confidence,fixed_hcer_increase,fixed HCER increase,0.002375296912113998,0.02,0.07,trust,False,False,False,,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,ResNet18,42,low_light,5,do_not_trust,do_not_trust,caution,confidence,gap_deterioration,confidence gap deterioration,0.0489540622859415,0.05,0.12,trust,False,False,False,towards_overconfidence,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,ResNet18,42,low_light,5,do_not_trust,do_not_trust,caution,performance,absolute_accuracy_drop,absolute accuracy drop,0.14093428345209824,0.05,0.15,caution,True,False,False,,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,ResNet18,42,low_light,5,do_not_trust,do_not_trust,caution,performance,relative_error_increase,relative error increase,3.167259786476871,1.0,3.0,do_not_trust,True,True,True,,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
