dataset,seed,degradation,severity,baseline_model,stronger_model,true_label,true_class_count,baseline_correct_count,stronger_correct_count,baseline_recall,stronger_recall,recall_delta_stronger_minus_baseline,higher_recall_model,baseline_share_of_all_correct,stronger_share_of_all_correct,baseline_correct_contribution_rank,stronger_correct_contribution_rank,baseline_predicted_count,stronger_predicted_count,baseline_prediction_share,stronger_prediction_share,baseline_prediction_rank,stronger_prediction_rank,validation_split,validation_track_hash,track_overlap
GTSRB,42,blur,4,GTSRBCNN,ResNet18,5,630,404,387,0.6412698412698413,0.6142857142857143,-0.026984126984127,GTSRBCNN,0.04462609079863029,0.03637559921045211,8,11,1094,606,0.08661916072842439,0.047980997624703085,1,6,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,blur,4,GTSRBCNN,ResNet18,6,150,35,121,0.23333333333333334,0.8066666666666666,0.5733333333333333,ResNet18,0.003866121727604109,0.011373249365541875,37,25,35,146,0.0027711797307996833,0.011559778305621536,41,26,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,blur,4,GTSRBCNN,ResNet18,7,450,196,381,0.43555555555555553,0.8466666666666667,0.41111111111111115,ResNet18,0.02165028167458301,0.03581163643199549,20,12,297,462,0.02351543942992874,0.03657957244655582,18,13,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,blur,4,GTSRBCNN,ResNet18,8,450,276,257,0.6133333333333333,0.5711111111111111,-0.04222222222222216,GTSRBCNN,0.03048713133767812,0.024156405677225302,14,17,494,261,0.0391132224861441,0.020665083135391924,11,18,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,blur,4,GTSRBCNN,ResNet18,9,480,449,469,0.9354166666666667,0.9770833333333333,0.04166666666666663,ResNet18,0.049596818734121285,0.04408309051602594,7,8,519,480,0.04109263657957245,0.03800475059382423,10,11,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,blur,4,GTSRBCNN,ResNet18,10,660,596,601,0.9030303030303031,0.9106060606060606,0.007575757575757569,ResNet18,0.06583452999005854,0.05649027164207163,4,4,634,605,0.05019794140934283,0.04790182106096595,7,7,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,blur,4,GTSRBCNN,ResNet18,11,420,383,375,0.9119047619047619,0.8928571428571429,-0.01904761904761898,GTSRBCNN,0.042306417762067824,0.03524767365353887,9,13,550,429,0.043547110055423596,0.0339667458432304,9,14,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,blur,4,GTSRBCNN,ResNet18,12,690,625,667,0.9057971014492754,0.9666666666666667,0.060869565217391286,ResNet18,0.06903788799293052,0.06269386220509446,3,3,647,689,0.05122723673792558,0.054552652414885196,6,4,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,blur,4,GTSRBCNN,ResNet18,13,720,700,705,0.9722222222222222,0.9791666666666666,0.00694444444444442,ResNet18,0.07732243455208218,0.06626562646865307,1,1,805,751,0.06373713380839272,0.05946159936658749,2,3,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,blur,4,GTSRBCNN,ResNet18,14,270,227,224,0.8407407407407408,0.8296296296296296,-0.011111111111111183,GTSRBCNN,0.025074560919032363,0.021054610395713883,17,18,241,236,0.01908155186064925,0.01868566904196358,19,20,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,blur,4,GTSRBCNN,ResNet18,15,210,197,208,0.9380952380952381,0.9904761904761905,0.05238095238095242,ResNet18,0.0217607422953717,0.01955070965316289,19,19,351,238,0.027790973871733966,0.018844022169437848,16,19,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,blur,4,GTSRBCNN,ResNet18,16,150,118,140,0.7866666666666666,0.9333333333333333,0.14666666666666672,ResNet18,0.013034353253065283,0.013159131497321177,22,24,123,157,0.009738717339667458,0.012430720506730008,27,25,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,blur,4,GTSRBCNN,ResNet18,17,360,329,342,0.9138888888888889,0.95,0.036111111111111094,ResNet18,0.03634154423947863,0.032145878372027446,13,14,380,343,0.030087094220110848,0.027157561361836897,15,15,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,blur,4,GTSRBCNN,ResNet18,18,390,230,333,0.5897435897435898,0.8538461538461538,0.26410256410256405,ResNet18,0.025405942781398433,0.03129993420434252,16,15,308,559,0.024386381631037214,0.0442596991290578,17,10,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,blur,4,GTSRBCNN,ResNet18,19,60,25,30,0.4166666666666667,0.5,0.08333333333333331,ResNet18,0.0027615155197172206,0.0028198138922831094,39,41,40,56,0.003167062549485352,0.004433887569279493,40,39,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,blur,4,GTSRBCNN,ResNet18,20,90,56,65,0.6222222222222222,0.7222222222222222,0.09999999999999998,ResNet18,0.006185794764166574,0.006109596766613403,29,34,239,83,0.01892319873317498,0.006571654790182106,20,33,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,blur,4,GTSRBCNN,ResNet18,21,90,48,50,0.5333333333333333,0.5555555555555556,0.022222222222222254,ResNet18,0.0053021097978570636,0.004699689820471849,32,37,80,50,0.006334125098970704,0.00395882818685669,33,40,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,blur,4,GTSRBCNN,ResNet18,22,120,93,92,0.775,0.7666666666666667,-0.008333333333333304,GTSRBCNN,0.010272837733348061,0.008647429269668203,25,29,120,92,0.009501187648456057,0.00728424386381631,29,30,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,blur,4,GTSRBCNN,ResNet18,23,150,39,145,0.26,0.9666666666666667,0.7066666666666667,ResNet18,0.004307964210758864,0.013629100479368361,36,23,48,175,0.003800475059382423,0.013855898653998416,38,23,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,blur,4,GTSRBCNN,ResNet18,24,90,7,26,0.07777777777777778,0.28888888888888886,0.21111111111111108,ResNet18,0.0007732243455208218,0.0024438387066453614,43,42,13,26,0.0010292953285827395,0.002058590657165479,43,42,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,blur,4,GTSRBCNN,ResNet18,25,480,359,451,0.7479166666666667,0.9395833333333333,0.19166666666666665,ResNet18,0.03965536286313929,0.042391202180656076,10,9,655,473,0.051860649247822646,0.037450514647664294,5,12,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,blur,4,GTSRBCNN,ResNet18,26,180,169,170,0.9388888888888889,0.9444444444444444,0.005555555555555536,ResNet18,0.018667844913288413,0.015978945389604288,21,22,233,334,0.018448139350752176,0.02644497228820269,21,16,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,blur,4,GTSRBCNN,ResNet18,27,60,11,17,0.18333333333333332,0.2833333333333333,0.1,ResNet18,0.001215066828675577,0.0015978945389604287,42,43,16,19,0.001266825019794141,0.0015043547110055423,42,43,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,blur,4,GTSRBCNN,ResNet18,28,150,51,108,0.34,0.72,0.37999999999999995,ResNet18,0.0056334916602231305,0.010151330012219193,30,28,93,116,0.007363420427553444,0.009184481393507521,32,29,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,blur,4,GTSRBCNN,ResNet18,29,90,43,41,0.4777777777777778,0.45555555555555555,-0.022222222222222254,GTSRBCNN,0.00474980669391362,0.003853745652786916,34,38,107,59,0.008471892319873317,0.004671417260490895,30,38,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,blur,4,GTSRBCNN,ResNet18,30,150,24,68,0.16,0.4533333333333333,0.29333333333333333,ResNet18,0.0026510548989285318,0.006391578155841715,40,33,78,88,0.006175771971496437,0.006967537608867775,34,31,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,blur,4,GTSRBCNN,ResNet18,31,270,118,200,0.43703703703703706,0.7407407407407407,0.30370370370370364,ResNet18,0.013034353253065283,0.018798759281887397,23,20,128,219,0.010134600158353128,0.017339667458432306,26,21,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,blur,4,GTSRBCNN,ResNet18,32,60,51,40,0.85,0.6666666666666666,-0.18333333333333335,GTSRBCNN,0.0056334916602231305,0.003759751856377479,31,39,78,79,0.006175771971496437,0.006254948535233571,35,35,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,blur,4,GTSRBCNN,ResNet18,33,210,202,197,0.9619047619047619,0.9380952380952381,-0.023809523809523836,GTSRBCNN,0.022313045399315144,0.018516777892659084,18,21,218,203,0.01726049089469517,0.016072842438638164,22,22,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,blur,4,GTSRBCNN,ResNet18,34,120,118,119,0.9833333333333333,0.9916666666666667,0.008333333333333415,ResNet18,0.013034353253065283,0.011185261772723,24,26,122,119,0.009659540775930325,0.009422011084718924,28,27,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,blur,4,GTSRBCNN,ResNet18,35,390,330,317,0.8461538461538461,0.8128205128205128,-0.033333333333333326,GTSRBCNN,0.03645200486026731,0.02979603346179152,12,16,384,321,0.030403800475059382,0.02541567695961995,14,17,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,blur,4,GTSRBCNN,ResNet18,36,120,93,116,0.775,0.9666666666666667,0.19166666666666665,ResNet18,0.010272837733348061,0.010903280383494689,26,27,141,118,0.011163895486935867,0.00934283452098179,23,28,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,blur,4,GTSRBCNN,ResNet18,37,60,44,57,0.7333333333333333,0.95,0.21666666666666667,ResNet18,0.004860267314702308,0.005357646395337908,33,35,48,60,0.003800475059382423,0.004750593824228029,39,37,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,blur,4,GTSRBCNN,ResNet18,38,690,642,595,0.9304347826086956,0.8623188405797102,-0.06811594202898541,GTSRBCNN,0.07091571854633823,0.055926308863615,2,5,668,601,0.05288994457640538,0.04758511480601742,4,8,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,blur,4,GTSRBCNN,ResNet18,39,90,74,70,0.8222222222222222,0.7777777777777778,-0.0444444444444444,GTSRBCNN,0.008174085938362973,0.006579565748660588,28,32,100,70,0.00791765637371338,0.0055423594615993665,31,36,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,blur,4,GTSRBCNN,ResNet18,40,90,76,82,0.8444444444444444,0.9111111111111111,0.06666666666666665,ResNet18,0.008395007179940352,0.007707491305573832,27,30,136,174,0.010768012668250199,0.013776722090261283,24,24,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,blur,4,GTSRBCNN,ResNet18,41,60,19,56,0.31666666666666665,0.9333333333333333,0.6166666666666667,ResNet18,0.002098751794985088,0.005263652598928471,41,36,129,86,0.010213776722090262,0.006809184481393508,25,32,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,blur,4,GTSRBCNN,ResNet18,42,90,40,79,0.4444444444444444,0.8777777777777778,0.43333333333333335,ResNet18,0.004418424831547554,0.0074255099163455214,35,31,71,83,0.0056215360253365,0.006571654790182106,36,34,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,blur,5,GTSRBCNN,ResNet18,0,60,29,9,0.48333333333333334,0.15,-0.33333333333333337,GTSRBCNN,0.0034631000716503465,0.0009607173356105893,37,41,70,13,0.0055423594615993665,0.0010292953285827395,35,41,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,blur,5,GTSRBCNN,ResNet18,1,720,420,632,0.5833333333333334,0.8777777777777778,0.2944444444444444,ResNet18,0.050155242417005017,0.06746370623398805,6,3,581,1101,0.046001583531274745,0.08717339667458432,8,1,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,blur,5,GTSRBCNN,ResNet18,2,750,260,368,0.3466666666666667,0.49066666666666664,0.14399999999999996,ResNet18,0.031048483401003104,0.03928266438941076,13,10,336,385,0.02660332541567696,0.030482977038796516,16,15,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,blur,5,GTSRBCNN,ResNet18,3,450,195,441,0.43333333333333335,0.98,0.5466666666666666,ResNet18,0.023286362550752327,0.047075149444918876,18,7,386,957,0.03056215360253365,0.07577197149643705,14,2,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,blur,5,GTSRBCNN,ResNet18,4,660,406,371,0.6151515151515151,0.5621212121212121,-0.05303030303030298,GTSRBCNN,0.048483401003104845,0.039602903501280956,7,9,662,484,0.05241488519398258,0.038321456848772764,3,9,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,blur,5,GTSRBCNN,ResNet18,5,630,393,364,0.6238095238095238,0.5777777777777777,-0.04603174603174609,GTSRBCNN,0.046930976833054694,0.038855678906917164,8,11,1322,790,0.1046714172604909,0.0625494853523357,1,4,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,blur,5,GTSRBCNN,ResNet18,6,150,17,98,0.11333333333333333,0.6533333333333333,0.54,ResNet18,0.002030093145450203,0.010461144321093083,40,27,17,149,0.0013460015835312748,0.011797307996832937,41,27,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,blur,5,GTSRBCNN,ResNet18,7,450,127,332,0.2822222222222222,0.7377777777777778,0.45555555555555555,ResNet18,0.015165989968951516,0.035439795046968404,21,13,207,463,0.0163895486935867,0.03665874901029295,22,11,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,blur,5,GTSRBCNN,ResNet18,8,450,237,159,0.5266666666666666,0.35333333333333333,-0.17333333333333328,GTSRBCNN,0.02830188679245283,0.01697267292912041,14,20,503,164,0.0398258115597783,0.012984956452889945,10,23,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,blur,5,GTSRBCNN,ResNet18,9,480,430,452,0.8958333333333334,0.9416666666666667,0.04583333333333328,ResNet18,0.051349414855505135,0.04824935952177626,5,6,487,468,0.038558986539984165,0.03705463182897862,11,10,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,blur,5,GTSRBCNN,ResNet18,10,660,577,561,0.8742424242424243,0.85,-0.024242424242424288,GTSRBCNN,0.06890374970145689,0.05988471391972673,4,5,617,565,0.04885193982581156,0.0447347585114806,7,8,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,blur,5,GTSRBCNN,ResNet18,11,420,375,351,0.8928571428571429,0.8357142857142857,-0.05714285714285716,GTSRBCNN,0.04478146644375448,0.03746797608881298,9,12,544,410,0.043072050673000795,0.03246239113222486,9,14,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,blur,5,GTSRBCNN,ResNet18,12,690,622,648,0.9014492753623189,0.9391304347826087,0.03768115942028982,ResNet18,0.07427752567470743,0.06917164816396243,3,2,635,680,0.05027711797307997,0.053840063341250986,6,5,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,blur,5,GTSRBCNN,ResNet18,13,720,698,692,0.9694444444444444,0.9611111111111111,-0.008333333333333304,GTSRBCNN,0.08335323620730833,0.07386848847139198,1,1,828,795,0.0655581947743468,0.06294536817102138,2,3,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,blur,5,GTSRBCNN,ResNet18,14,270,199,150,0.737037037037037,0.5555555555555556,-0.18148148148148147,GTSRBCNN,0.023764031526152377,0.01601195559350982,17,21,223,153,0.01765637371338084,0.012114014251781473,21,25,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,blur,5,GTSRBCNN,ResNet18,15,210,190,197,0.9047619047619048,0.9380952380952381,0.033333333333333326,ResNet18,0.022689276331502268,0.021029035012809564,19,17,427,281,0.033808392715756135,0.0222486144101346,12,18,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,blur,5,GTSRBCNN,ResNet18,16,150,118,131,0.7866666666666666,0.8733333333333333,0.08666666666666667,ResNet18,0.014091234774301409,0.013983774551665244,22,23,124,152,0.009817893903404592,0.012034837688044338,29,26,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,blur,5,GTSRBCNN,ResNet18,17,360,329,300,0.9138888888888889,0.8333333333333334,-0.08055555555555549,GTSRBCNN,0.03928827322665393,0.03202391118701964,11,15,408,307,0.032304038004750596,0.02430720506730008,13,16,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,blur,5,GTSRBCNN,ResNet18,18,390,213,310,0.5461538461538461,0.7948717948717948,0.24871794871794872,ResNet18,0.025435872940052544,0.03309137489325363,15,14,287,652,0.0227236737925574,0.051623119556611245,17,6,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,blur,5,GTSRBCNN,ResNet18,19,60,19,28,0.31666666666666665,0.4666666666666667,0.15000000000000002,ResNet18,0.0022689276331502267,0.0029888983774551663,38,38,34,58,0.0026920031670625497,0.004592240696753761,40,37,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,blur,5,GTSRBCNN,ResNet18,20,90,43,28,0.4777777777777778,0.3111111111111111,-0.16666666666666669,GTSRBCNN,0.0051349414855505135,0.0029888983774551663,30,39,225,49,0.017814726840855107,0.0038796516231195564,20,39,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,blur,5,GTSRBCNN,ResNet18,21,90,43,19,0.4777777777777778,0.2111111111111111,-0.2666666666666667,GTSRBCNN,0.0051349414855505135,0.0020281810418445773,31,40,58,19,0.004592240696753761,0.0015043547110055423,37,40,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,blur,5,GTSRBCNN,ResNet18,22,120,86,71,0.7166666666666667,0.5916666666666667,-0.125,GTSRBCNN,0.010269882971101027,0.007578992314261315,25,30,136,71,0.010768012668250199,0.0056215360253365,26,34,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,blur,5,GTSRBCNN,ResNet18,23,150,35,130,0.23333333333333334,0.8666666666666667,0.6333333333333333,ResNet18,0.004179603534750418,0.013877028181041844,33,24,46,154,0.003642121931908155,0.012193190815518607,38,24,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,blur,5,GTSRBCNN,ResNet18,24,90,5,3,0.05555555555555555,0.03333333333333333,-0.02222222222222222,GTSRBCNN,0.0005970862192500597,0.0003202391118701964,43,42,8,3,0.0006334125098970705,0.00023752969121140142,43,42,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,blur,5,GTSRBCNN,ResNet18,25,480,335,435,0.6979166666666666,0.90625,0.20833333333333337,ResNet18,0.040004776689754,0.04643467122117848,10,8,660,463,0.052256532066508314,0.03665874901029295,5,12,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,blur,5,GTSRBCNN,ResNet18,26,180,159,173,0.8833333333333333,0.9611111111111111,0.07777777777777783,ResNet18,0.0189873417721519,0.018467122117847994,20,19,230,420,0.018210609659540775,0.0332541567695962,19,13,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,blur,5,GTSRBCNN,ResNet18,27,60,10,0,0.16666666666666666,0.0,-0.16666666666666666,GTSRBCNN,0.0011941724385001193,0.0,42,43,15,0,0.0011876484560570072,0.0,42,43,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,blur,5,GTSRBCNN,ResNet18,28,150,33,92,0.22,0.6133333333333333,0.3933333333333333,ResNet18,0.003940769047050394,0.00982066609735269,35,28,82,113,0.0064924782264449725,0.00894695170229612,33,30,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,blur,5,GTSRBCNN,ResNet18,29,90,31,29,0.34444444444444444,0.32222222222222224,-0.0222222222222222,GTSRBCNN,0.0037019345593503703,0.0030956447480785655,36,37,129,70,0.010213776722090262,0.0055423594615993665,27,35,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,blur,5,GTSRBCNN,ResNet18,30,150,16,54,0.10666666666666667,0.36,0.2533333333333333,ResNet18,0.0019106759016001911,0.005764304013663535,41,33,82,81,0.0064924782264449725,0.006413301662707839,34,31,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,blur,5,GTSRBCNN,ResNet18,31,270,86,135,0.31851851851851853,0.5,0.18148148148148147,ResNet18,0.010269882971101027,0.014410760034158839,26,22,103,171,0.008155186064924783,0.013539192399049882,30,22,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,blur,5,GTSRBCNN,ResNet18,32,60,52,39,0.8666666666666667,0.65,-0.21666666666666667,GTSRBCNN,0.006209696680200621,0.004163108454312553,29,36,92,215,0.00728424386381631,0.017022961203483768,32,20,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,blur,5,GTSRBCNN,ResNet18,33,210,201,189,0.9571428571428572,0.9,-0.05714285714285716,GTSRBCNN,0.0240028660138524,0.020175064047822374,16,18,258,196,0.020427553444180523,0.015518606492478226,18,21,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,blur,5,GTSRBCNN,ResNet18,34,120,117,119,0.975,0.9916666666666667,0.01666666666666672,ResNet18,0.013971817530451397,0.012702818104184457,23,25,127,120,0.010055423594615994,0.009501187648456057,28,29,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,blur,5,GTSRBCNN,ResNet18,35,390,311,278,0.7974358974358975,0.7128205128205128,-0.08461538461538465,GTSRBCNN,0.03713876283735371,0.029675491033304868,12,16,378,284,0.02992874109263658,0.022486144101346,15,17,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,blur,5,GTSRBCNN,ResNet18,36,120,89,115,0.7416666666666667,0.9583333333333334,0.21666666666666667,ResNet18,0.010628134702651063,0.012275832621690862,24,26,140,122,0.011084718923198733,0.009659540775930325,25,28,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,blur,5,GTSRBCNN,ResNet18,37,60,34,54,0.5666666666666667,0.9,0.33333333333333337,ResNet18,0.004060186290900406,0.005764304013663535,34,34,38,54,0.0030087094220110845,0.004275534441805225,39,38,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,blur,5,GTSRBCNN,ResNet18,38,690,634,566,0.9188405797101449,0.8202898550724638,-0.09855072463768111,GTSRBCNN,0.07571053260090757,0.06041844577284372,2,4,661,569,0.05233570863024545,0.045051464766429135,4,7,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,blur,5,GTSRBCNN,ResNet18,39,90,69,60,0.7666666666666667,0.6666666666666666,-0.10000000000000009,GTSRBCNN,0.008239789825650825,0.0064047822374039285,28,32,102,60,0.008076009501187649,0.004750593824228029,31,36,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,blur,5,GTSRBCNN,ResNet18,40,90,73,74,0.8111111111111111,0.8222222222222222,0.011111111111111072,ResNet18,0.008717458801050872,0.007899231426131512,27,29,155,217,0.01227236737925574,0.017181314330958035,23,19,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,blur,5,GTSRBCNN,ResNet18,41,60,18,50,0.3,0.8333333333333334,0.5333333333333334,ResNet18,0.0021495103893002148,0.00533731853116994,39,35,144,78,0.01140142517814727,0.006175771971496437,24,32,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,blur,5,GTSRBCNN,ResNet18,42,90,40,61,0.4444444444444444,0.6777777777777778,0.2333333333333334,ResNet18,0.004776689754000477,0.006511528608027327,32,31,63,74,0.0049881235154394295,0.005859065716547902,36,33,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
