dataset,seed,degradation,severity,baseline_model,stronger_model,true_label,true_class_count,baseline_correct_count,stronger_correct_count,baseline_recall,stronger_recall,recall_delta_stronger_minus_baseline,higher_recall_model,baseline_share_of_all_correct,stronger_share_of_all_correct,baseline_correct_contribution_rank,stronger_correct_contribution_rank,baseline_predicted_count,stronger_predicted_count,baseline_prediction_share,stronger_prediction_share,baseline_prediction_rank,stronger_prediction_rank,validation_split,validation_track_hash,track_overlap
GTSRB,42,noise,2,GTSRBCNN,ResNet18,36,120,116,115,0.9666666666666667,0.9583333333333334,-0.008333333333333304,GTSRBCNN,0.015775873793009657,0.012762179558317611,19,23,179,115,0.014172604908946953,0.009105304829770388,20,26,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,noise,2,GTSRBCNN,ResNet18,37,60,28,40,0.4666666666666667,0.6666666666666666,0.19999999999999996,ResNet18,0.00380796953624371,0.004439018976806126,37,38,29,43,0.0022961203483768803,0.003404592240696754,39,41,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,noise,2,GTSRBCNN,ResNet18,38,690,576,508,0.8347826086956521,0.736231884057971,-0.09855072463768111,GTSRBCNN,0.07833537331701346,0.0563755410054378,3,5,753,516,0.05961995249406176,0.04085510688836105,3,7,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,noise,2,GTSRBCNN,ResNet18,39,90,60,60,0.6666666666666666,0.6666666666666666,0.0,tie,0.008159934720522236,0.006658528465209188,32,34,71,60,0.0056215360253365,0.004750593824228029,34,38,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,noise,2,GTSRBCNN,ResNet18,40,90,72,77,0.8,0.8555555555555555,0.05555555555555547,ResNet18,0.009791921664626682,0.008545111530351793,29,30,207,245,0.0163895486935867,0.019398258115597783,16,21,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,noise,2,GTSRBCNN,ResNet18,41,60,0,48,0.0,0.8,0.8,ResNet18,0.0,0.005326822772167351,43,35,3,86,0.00023752969121140142,0.006809184481393508,43,31,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,noise,2,GTSRBCNN,ResNet18,42,90,24,46,0.26666666666666666,0.5111111111111111,0.2444444444444444,ResNet18,0.0032639738882088943,0.005104871823327045,38,36,64,46,0.005067300079176564,0.003642121931908155,35,40,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,noise,3,GTSRBCNN,ResNet18,0,60,25,28,0.4166666666666667,0.4666666666666667,0.04999999999999999,ResNet18,0.004453946196329948,0.003945329012258701,32,36,56,37,0.004433887569279493,0.002929532858273951,32,40,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,noise,3,GTSRBCNN,ResNet18,1,720,356,624,0.49444444444444446,0.8666666666666667,0.37222222222222223,ResNet18,0.06342419383573847,0.08792447513033676,6,1,381,897,0.03016627078384798,0.07102137767220902,7,4,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,noise,3,GTSRBCNN,ResNet18,2,750,631,384,0.8413333333333334,0.512,-0.32933333333333337,GTSRBCNN,0.11241760199536789,0.05410736931097647,2,6,4386,442,0.3472684085510689,0.034996041171813146,1,9,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,noise,3,GTSRBCNN,ResNet18,3,450,68,319,0.1511111111111111,0.7088888888888889,0.5577777777777778,ResNet18,0.012114733654017459,0.04494856981823306,21,8,286,1575,0.022644497228820268,0.12470308788598575,9,1,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,noise,3,GTSRBCNN,ResNet18,4,660,94,232,0.14242424242424243,0.3515151515151515,0.20909090909090908,ResNet18,0.016746837698200605,0.03268986895871495,16,13,150,327,0.011876484560570071,0.025890736342042756,18,14,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,noise,3,GTSRBCNN,ResNet18,5,630,42,267,0.06666666666666667,0.4238095238095238,0.35714285714285715,ResNet18,0.0074826296098343134,0.03762153022403832,29,10,79,823,0.006254948535233571,0.06516231195566112,26,5,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,noise,3,GTSRBCNN,ResNet18,6,150,0,36,0.0,0.24,0.24,ResNet18,0.0,0.0050725658729040436,41,34,0,65,0.0,0.005146476642913698,42,32,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,noise,3,GTSRBCNN,ResNet18,7,450,36,221,0.08,0.4911111111111111,0.4111111111111111,ResNet18,0.006413682522715126,0.031139918275327604,31,14,42,366,0.00332541567695962,0.028978622327790974,34,12,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,noise,3,GTSRBCNN,ResNet18,8,450,16,114,0.035555555555555556,0.25333333333333335,0.2177777777777778,ResNet18,0.002850525565651167,0.016063125264196138,36,20,23,209,0.0018210609659540776,0.016547901821060966,38,18,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,noise,3,GTSRBCNN,ResNet18,9,480,155,315,0.3229166666666667,0.65625,0.3333333333333333,ResNet18,0.02761446641724568,0.04438495138791038,10,9,177,378,0.014014251781472684,0.02992874109263658,14,11,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,noise,3,GTSRBCNN,ResNet18,10,660,60,130,0.09090909090909091,0.19696969696969696,0.10606060606060605,ResNet18,0.010689470871191877,0.018317598985486825,23,19,61,131,0.004829770387965162,0.010372129849564529,31,23,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,noise,3,GTSRBCNN,ResNet18,11,420,258,331,0.6142857142857143,0.7880952380952381,0.17380952380952375,ResNet18,0.04596472474612507,0.04663942510920107,7,7,289,332,0.022882026920031672,0.026286619160728424,8,13,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,noise,3,GTSRBCNN,ResNet18,12,690,515,448,0.7463768115942029,0.6492753623188405,-0.09710144927536235,GTSRBCNN,0.09175129164439694,0.06312526419613922,4,3,858,581,0.0679334916864608,0.046001583531274745,3,7,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,noise,3,GTSRBCNN,ResNet18,13,720,645,535,0.8958333333333334,0.7430555555555556,-0.1527777777777778,GTSRBCNN,0.11491181186531267,0.07538396505565732,1,2,1075,652,0.08511480601741885,0.051623119556611245,2,6,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,noise,3,GTSRBCNN,ResNet18,14,270,202,252,0.7481481481481481,0.9333333333333333,0.18518518518518523,ResNet18,0.035987885266345984,0.03550796111032831,9,12,241,1268,0.01908155186064925,0.10039588281868567,11,2,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,noise,3,GTSRBCNN,ResNet18,15,210,128,84,0.6095238095238096,0.4,-0.20952380952380956,GTSRBCNN,0.022804204525209336,0.011835987036776102,13,25,131,85,0.010372129849564529,0.006730007917656373,21,27,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,noise,3,GTSRBCNN,ResNet18,16,150,77,81,0.5133333333333333,0.54,0.026666666666666727,ResNet18,0.01371815428469624,0.0114132732140341,18,26,80,82,0.006334125098970704,0.0064924782264449725,25,28,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,noise,3,GTSRBCNN,ResNet18,17,360,207,262,0.575,0.7277777777777777,0.1527777777777778,ResNet18,0.03687867450561197,0.036917007186134984,8,11,207,292,0.0163895486935867,0.023119556611243073,13,16,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,noise,3,GTSRBCNN,ResNet18,18,390,140,181,0.358974358974359,0.4641025641025641,0.10512820512820514,ResNet18,0.02494209869944771,0.025503733972100887,11,15,154,249,0.012193190815518607,0.019714964370546317,16,17,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,noise,3,GTSRBCNN,ResNet18,19,60,24,29,0.4,0.48333333333333334,0.08333333333333331,ResNet18,0.00427578834847675,0.004086233619839369,33,35,158,48,0.012509897070467142,0.003800475059382423,15,38,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,noise,3,GTSRBCNN,ResNet18,20,90,54,51,0.6,0.5666666666666667,-0.033333333333333326,GTSRBCNN,0.009620523784072688,0.007186134986614062,26,31,154,54,0.012193190815518607,0.004275534441805225,17,37,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,noise,3,GTSRBCNN,ResNet18,21,90,21,58,0.23333333333333334,0.6444444444444445,0.41111111111111115,ResNet18,0.0037413148049171567,0.008172467239678738,34,30,24,58,0.0019002375296912114,0.004592240696753761,37,36,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,noise,3,GTSRBCNN,ResNet18,22,120,70,63,0.5833333333333334,0.525,-0.05833333333333335,GTSRBCNN,0.012471049349723855,0.008876990277582077,20,28,102,67,0.008076009501187649,0.005304829770387965,23,31,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,noise,3,GTSRBCNN,ResNet18,23,150,50,91,0.3333333333333333,0.6066666666666667,0.2733333333333334,ResNet18,0.008907892392659897,0.012822319289840779,28,24,77,186,0.0060965954077593035,0.014726840855106888,27,20,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,noise,3,GTSRBCNN,ResNet18,24,90,7,13,0.07777777777777778,0.14444444444444443,0.06666666666666665,ResNet18,0.0012471049349723855,0.0018317598985486826,39,43,36,38,0.0028503562945368173,0.0030087094220110845,35,39,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,noise,3,GTSRBCNN,ResNet18,25,480,358,401,0.7458333333333333,0.8354166666666667,0.08958333333333335,ResNet18,0.06378050953144486,0.05650274763984782,5,5,704,453,0.0557403008709422,0.035866983372921615,5,8,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,noise,3,GTSRBCNN,ResNet18,26,180,63,139,0.35,0.7722222222222223,0.4222222222222223,ResNet18,0.01122394441475147,0.019585740453712835,22,18,74,311,0.005859065716547902,0.024623911322248615,29,15,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,noise,3,GTSRBCNN,ResNet18,27,60,0,27,0.0,0.45,0.45,ResNet18,0.0,0.003804424404678033,42,37,0,61,0.0,0.004829770387965162,43,34,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,noise,3,GTSRBCNN,ResNet18,28,150,51,114,0.34,0.76,0.42,ResNet18,0.009086050240513094,0.016063125264196138,27,21,77,206,0.0060965954077593035,0.016310372129849565,28,19,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,noise,3,GTSRBCNN,ResNet18,29,90,39,79,0.43333333333333335,0.8777777777777778,0.4444444444444444,ResNet18,0.00694815606627472,0.011131463998872763,30,27,46,953,0.003642121931908155,0.07545526524148852,33,3,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,noise,3,GTSRBCNN,ResNet18,30,150,0,15,0.0,0.1,0.1,ResNet18,0.0,0.0021135691137100184,43,39,13,100,0.0010292953285827395,0.00791765637371338,40,24,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,noise,3,GTSRBCNN,ResNet18,31,270,74,15,0.2740740740740741,0.05555555555555555,-0.21851851851851853,GTSRBCNN,0.013183680741136647,0.0021135691137100184,19,40,210,16,0.0166270783847981,0.001266825019794141,12,42,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,noise,3,GTSRBCNN,ResNet18,32,60,8,15,0.13333333333333333,0.25,0.11666666666666667,ResNet18,0.0014252627828255835,0.0021135691137100184,37,41,544,64,0.043072050673000795,0.005067300079176564,6,33,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,noise,3,GTSRBCNN,ResNet18,33,210,117,161,0.5571428571428572,0.7666666666666667,0.20952380952380956,ResNet18,0.02084446819882416,0.02268564182048753,14,17,117,165,0.009263657957244655,0.013064133016627079,22,22,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,noise,3,GTSRBCNN,ResNet18,34,120,90,99,0.75,0.825,0.07499999999999996,ResNet18,0.016034206306787813,0.01394955615048612,17,22,90,100,0.007125890736342043,0.00791765637371338,24,25,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,noise,3,GTSRBCNN,ResNet18,35,390,134,174,0.3435897435897436,0.4461538461538462,0.10256410256410259,ResNet18,0.023873151612328523,0.024517401719036214,12,16,144,183,0.01140142517814727,0.014489311163895487,19,21,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,noise,3,GTSRBCNN,ResNet18,36,120,115,95,0.9583333333333334,0.7916666666666666,-0.16666666666666674,GTSRBCNN,0.020488152503117762,0.013385937720163449,15,23,278,95,0.0220110847189232,0.007521773555027712,10,26,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,noise,3,GTSRBCNN,ResNet18,37,60,18,24,0.3,0.4,0.10000000000000003,ResNet18,0.003206841261357563,0.0033817105819360293,35,38,18,27,0.0014251781472684087,0.0021377672209026127,39,41,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,noise,3,GTSRBCNN,ResNet18,38,690,537,425,0.7782608695652173,0.6159420289855072,-0.16231884057971013,GTSRBCNN,0.0956707642971673,0.05988445822178385,3,4,846,427,0.0669833729216152,0.033808392715756135,4,10,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,noise,3,GTSRBCNN,ResNet18,39,90,60,60,0.6666666666666666,0.6666666666666666,0.0,tie,0.010689470871191877,0.008454276454840074,24,29,69,61,0.005463182897862233,0.004829770387965162,30,35,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,noise,3,GTSRBCNN,ResNet18,40,90,57,50,0.6333333333333333,0.5555555555555556,-0.07777777777777772,GTSRBCNN,0.010154997327632281,0.0070452303790333945,25,32,143,75,0.011322248614410134,0.0059382422802850355,20,30,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,noise,3,GTSRBCNN,ResNet18,41,60,3,40,0.05,0.6666666666666666,0.6166666666666666,ResNet18,0.0005344735435595938,0.005636184303226715,40,33,5,76,0.000395882818685669,0.006017418844022169,41,29,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,noise,3,GTSRBCNN,ResNet18,42,90,8,15,0.08888888888888889,0.16666666666666666,0.07777777777777777,ResNet18,0.0014252627828255835,0.0021135691137100184,38,42,25,15,0.001979414093428345,0.0011876484560570072,36,43,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,noise,4,GTSRBCNN,ResNet18,0,60,18,24,0.3,0.4,0.10000000000000003,ResNet18,0.003969128996692392,0.0046430644225188625,31,34,45,33,0.0035629453681710215,0.0026128266033254156,29,36,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,noise,4,GTSRBCNN,ResNet18,1,720,237,478,0.32916666666666666,0.6638888888888889,0.3347222222222222,ResNet18,0.05226019845644984,0.09247436641516735,6,1,252,674,0.019952494061757718,0.053365003958828185,9,5,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,noise,4,GTSRBCNN,ResNet18,2,750,599,261,0.7986666666666666,0.348,-0.45066666666666666,GTSRBCNN,0.1320837927232635,0.05049332559489263,1,6,4373,298,0.34623911322248613,0.023594615993665875,1,10,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,noise,4,GTSRBCNN,ResNet18,3,450,34,195,0.07555555555555556,0.43333333333333335,0.3577777777777778,ResNet18,0.007497243660418963,0.03772489843296576,26,12,133,860,0.010530482977038796,0.06809184481393507,15,3,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,noise,4,GTSRBCNN,ResNet18,4,660,48,148,0.07272727272727272,0.22424242424242424,0.15151515151515152,ResNet18,0.010584343991179712,0.028632230605532986,21,13,85,212,0.006730007917656373,0.016785431512272367,23,15,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,noise,4,GTSRBCNN,ResNet18,5,630,12,196,0.01904761904761905,0.3111111111111111,0.2920634920634921,ResNet18,0.002646085997794928,0.03791835945057071,32,11,25,785,0.001979414093428345,0.062153602533650036,33,4,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,noise,4,GTSRBCNN,ResNet18,6,150,0,19,0.0,0.12666666666666668,0.12666666666666668,ResNet18,0.0,0.0036757593344940993,41,36,0,26,0.0,0.002058590657165479,42,38,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,noise,4,GTSRBCNN,ResNet18,7,450,11,103,0.024444444444444446,0.2288888888888889,0.20444444444444446,ResNet18,0.0024255788313120178,0.01992648481331012,33,17,23,167,0.0018210609659540776,0.013222486144101346,34,18,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,noise,4,GTSRBCNN,ResNet18,8,450,8,45,0.017777777777777778,0.1,0.08222222222222222,ResNet18,0.0017640573318632856,0.008705745792222866,35,29,13,102,0.0010292953285827395,0.008076009501187649,37,23,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,noise,4,GTSRBCNN,ResNet18,9,480,96,208,0.2,0.43333333333333335,0.23333333333333334,ResNet18,0.021168687982359425,0.04023989166183014,12,10,103,226,0.008155186064924783,0.01789390340459224,18,13,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,noise,4,GTSRBCNN,ResNet18,10,660,27,72,0.04090909090909091,0.10909090909090909,0.06818181818181818,ResNet18,0.005953693495038589,0.013929193267556587,27,23,27,74,0.0021377672209026127,0.005859065716547902,31,25,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,noise,4,GTSRBCNN,ResNet18,11,420,192,246,0.45714285714285713,0.5857142857142857,0.12857142857142861,ResNet18,0.04233737596471885,0.04759141033081834,7,7,215,249,0.017022961203483768,0.019714964370546317,10,11,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,noise,4,GTSRBCNN,ResNet18,12,690,519,330,0.7521739130434782,0.4782608695652174,-0.27391304347826084,GTSRBCNN,0.11444321940463065,0.06384213580963435,3,4,1310,370,0.10372129849564529,0.02929532858273951,3,8,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,noise,4,GTSRBCNN,ResNet18,13,720,586,351,0.8138888888888889,0.4875,-0.3263888888888889,GTSRBCNN,0.12921719955898567,0.06790481717933837,2,3,1431,407,0.11330166270783848,0.03222486144101346,2,6,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,noise,4,GTSRBCNN,ResNet18,14,270,158,243,0.5851851851851851,0.9,0.3148148148148149,ResNet18,0.03484013230429989,0.047011027278003485,8,8,205,2400,0.01623119556611243,0.19002375296912113,11,2,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,noise,4,GTSRBCNN,ResNet18,15,210,82,38,0.3904761904761905,0.18095238095238095,-0.20952380952380953,GTSRBCNN,0.018081587651598677,0.007351518668988199,15,30,87,41,0.006888361045130641,0.0032462391132224862,22,33,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,noise,4,GTSRBCNN,ResNet18,16,150,50,63,0.3333333333333333,0.42,0.08666666666666667,ResNet18,0.011025358324145534,0.012188044109112013,20,24,51,63,0.0040380047505938245,0.0049881235154394295,26,26,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,noise,4,GTSRBCNN,ResNet18,17,360,143,225,0.3972222222222222,0.625,0.2277777777777778,ResNet18,0.03153252480705623,0.04352872896111434,9,9,143,244,0.011322248614410134,0.01931908155186065,13,12,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,noise,4,GTSRBCNN,ResNet18,18,390,99,139,0.25384615384615383,0.3564102564102564,0.10256410256410259,ResNet18,0.02183020948180816,0.026891081447088412,11,14,111,206,0.008788598574821853,0.016310372129849565,17,16,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,noise,4,GTSRBCNN,ResNet18,19,60,21,28,0.35,0.4666666666666667,0.1166666666666667,ResNet18,0.004630650496141125,0.005416908492938673,30,33,197,46,0.015597783056215361,0.003642121931908155,12,32,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,noise,4,GTSRBCNN,ResNet18,20,90,37,31,0.4111111111111111,0.34444444444444444,-0.06666666666666665,GTSRBCNN,0.008158765159867696,0.005997291545753531,23,32,135,32,0.010688836104513063,0.002533650039588282,14,37,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,noise,4,GTSRBCNN,ResNet18,21,90,3,48,0.03333333333333333,0.5333333333333333,0.5,ResNet18,0.000661521499448732,0.009286128845037725,40,27,5,48,0.000395882818685669,0.003800475059382423,39,29,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,noise,4,GTSRBCNN,ResNet18,22,120,55,47,0.4583333333333333,0.39166666666666666,-0.06666666666666665,GTSRBCNN,0.012127894156560088,0.009092667827432772,19,28,92,47,0.00728424386381631,0.003721298495645289,20,31,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,noise,4,GTSRBCNN,ResNet18,23,150,35,76,0.23333333333333334,0.5066666666666667,0.2733333333333334,ResNet18,0.007717750826901874,0.014703037337976397,25,22,50,146,0.00395882818685669,0.011559778305621536,27,20,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,noise,4,GTSRBCNN,ResNet18,24,90,4,5,0.044444444444444446,0.05555555555555555,0.011111111111111106,ResNet18,0.0008820286659316428,0.000967305088024763,39,42,17,25,0.0013460015835312748,0.001979414093428345,35,39,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,noise,4,GTSRBCNN,ResNet18,25,480,330,366,0.6875,0.7625,0.07499999999999996,ResNet18,0.07276736493936053,0.07080673244341265,5,2,719,399,0.05692794932699921,0.031591448931116387,5,7,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,noise,4,GTSRBCNN,ResNet18,26,180,37,101,0.20555555555555555,0.5611111111111111,0.35555555555555557,ResNet18,0.008158765159867696,0.019539562778100213,24,18,42,224,0.00332541567695962,0.017735550277117974,30,14,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,noise,4,GTSRBCNN,ResNet18,27,60,0,16,0.0,0.26666666666666666,0.26666666666666666,ResNet18,0.0,0.0030953762816792415,42,38,0,41,0.0,0.0032462391132224862,43,34,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,noise,4,GTSRBCNN,ResNet18,28,150,26,95,0.17333333333333334,0.6333333333333333,0.45999999999999996,ResNet18,0.005733186328555678,0.0183787966724705,28,19,49,180,0.0038796516231195564,0.014251781472684086,28,17,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,noise,4,GTSRBCNN,ResNet18,29,90,24,80,0.26666666666666666,0.8888888888888888,0.6222222222222222,ResNet18,0.005292171995589856,0.015476881408396209,29,21,27,2910,0.0021377672209026127,0.23040380047505937,32,1,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,noise,4,GTSRBCNN,ResNet18,30,150,0,17,0.0,0.11333333333333333,0.11333333333333333,ResNet18,0.0,0.0032888372992841944,43,37,5,162,0.000395882818685669,0.012826603325415678,40,19,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
GTSRB,42,noise,4,GTSRBCNN,ResNet18,31,270,63,1,0.23333333333333334,0.003703703703703704,-0.22962962962962963,GTSRBCNN,0.013891951488423374,0.0001934610176049526,17,43,334,3,0.02644497228820269,0.00023752969121140142,8,43,stratified_track,f37d445eac4fe94ed5b346b8939aa361ab11f8f32b60cc5c06698bb858efaba8,0
